cmd,attr_name,mutation_kind,errno
TOOL_REGISTER,TOOL_RISK_FLAGS,type_sub,-22
TOOL_COMPLETE,EXEC_MS,oversize_len,-14
TOOL_REQUEST,AGENT_ID,bit_flip,-22
TOOL_REQUEST,AGENT_EPOCH,truncate,-1
APPROVAL_DECIDE,APPROVAL_REASON,type_sub,-22
AGENT_REGISTER,UID,type_sub,-14
TOOL_REQUEST,AGENT_BINDING,oversize_len,-2
RESET_TOOLS,<none>,none,-2
LIST_TOOLS,REQ_ID,truncate,-14
RESET_TOOLS,<none>,none,-14
TOOL_COMPLETE,STATUS,bit_flip,-1
RESET_TOOLS,<none>,none,-2
RESET_TOOLS,<none>,none,-14
AGENT_REGISTER,AGENT_ID,type_sub,-2
APPROVAL_DECIDE,APPROVAL_DECISION,type_sub,-22
LIST_TOOLS,REQ_ID,oversize_len,-14
NOOP,REQ_ID,truncate,-2
TOOL_REGISTER,TOOL_ID,bit_flip,-1
TOOL_COMPLETE,REQ_ID,bit_flip,-22
TOOL_REGISTER,TOOL_ID,type_sub,-34
TOOL_REGISTER,TOOL_RISK_FLAGS,type_sub,-2
NOOP,REQ_ID,type_sub,-22
RESET_TOOLS,<none>,none,-2
NOOP,REQ_ID,oversize_len,-22
LIST_TOOLS,REQ_ID,type_sub,-14
NOOP,REQ_ID,bit_flip,-1
NOOP,REQ_ID,truncate,-22
TOOL_COMPLETE,TOOL_ID,type_sub,-14
RESET_TOOLS,<none>,none,-1
APPROVAL_DECIDE,TICKET_ID,truncate,-2
TOOL_REGISTER,TOOL_ID,truncate,-14
RESET_TOOLS,<none>,none,-2
LIST_TOOLS,REQ_ID,bit_flip,-34
TOOL_COMPLETE,STATUS,oversize_len,-22
TOOL_REQUEST,AGENT_EPOCH,bit_flip,-22
LIST_TOOLS,REQ_ID,bit_flip,-22
AGENT_REGISTER,AGENT_BINDING,truncate,-22
AGENT_REGISTER,PID,oversize_len,-34
TOOL_REQUEST,TOOL_ID,oversize_len,-22
TOOL_REGISTER,TOOL_NAME,oversize_len,-1
NOOP,REQ_ID,bit_flip,-34
RESET_TOOLS,<none>,none,-2
TOOL_COMPLETE,TOOL_ID,bit_flip,-34
APPROVAL_DECIDE,APPROVAL_DECISION,bit_flip,-2
AGENT_REGISTER,AGENT_ID,bit_flip,-2
NOOP,REQ_ID,truncate,-1
TOOL_REQUEST,AGENT_ID,truncate,-34
AGENT_REGISTER,UID,oversize_len,-14
LIST_TOOLS,REQ_ID,oversize_len,-34
RESET_TOOLS,<none>,none,-14
AGENT_REGISTER,UID,oversize_len,-22
AGENT_REGISTER,AGENT_ID,bit_flip,-14
APPROVAL_DECIDE,APPROVAL_TTL_MS,oversize_len,-2
AGENT_REGISTER,AGENT_EPOCH,truncate,-14
RESET_TOOLS,<none>,none,-2
NOOP,REQ_ID,oversize_len,-2
NOOP,REQ_ID,oversize_len,-34
AGENT_REGISTER,AGENT_EPOCH,bit_flip,-22
AGENT_REGISTER,AGENT_EPOCH,oversize_len,-2
LIST_TOOLS,REQ_ID,truncate,-22
LIST_TOOLS,REQ_ID,oversize_len,-1
NOOP,REQ_ID,oversize_len,-14
AGENT_REGISTER,UID,truncate,-2
TOOL_COMPLETE,AGENT_ID,bit_flip,-22
LIST_TOOLS,REQ_ID,oversize_len,-22
NOOP,REQ_ID,oversize_len,-1
APPROVAL_DECIDE,APPROVAL_DECISION,truncate,-14
TOOL_REQUEST,AGENT_ID,oversize_len,-34
RESET_TOOLS,<none>,none,-2
NOOP,REQ_ID,type_sub,-1
AGENT_REGISTER,AGENT_ID,oversize_len,-1
TOOL_COMPLETE,AGENT_ID,type_sub,-34
AGENT_REGISTER,PID,oversize_len,-2
APPROVAL_DECIDE,AGENT_ID,type_sub,-34
TOOL_REGISTER,TOOL_ID,type_sub,-34
APPROVAL_DECIDE,APPROVAL_REASON,oversize_len,-1
AGENT_REGISTER,PID,bit_flip,-2
TOOL_REQUEST,AGENT_BINDING,bit_flip,-1
LIST_TOOLS,REQ_ID,type_sub,-22
NOOP,REQ_ID,truncate,-14
NOOP,REQ_ID,oversize_len,-34
RESET_TOOLS,<none>,none,-2
TOOL_REGISTER,TOOL_NAME,bit_flip,-1
TOOL_REQUEST,TICKET_ID,bit_flip,-1
NOOP,REQ_ID,truncate,-1
TOOL_COMPLETE,EXEC_MS,type_sub,-22
LIST_TOOLS,REQ_ID,truncate,-1
RESET_TOOLS,<none>,none,-2
NOOP,REQ_ID,bit_flip,-14
NOOP,REQ_ID,truncate,-34
TOOL_REQUEST,TICKET_ID,type_sub,-14
AGENT_REGISTER,PID,oversize_len,-2
APPROVAL_DECIDE,TICKET_ID,truncate,-2
TOOL_REGISTER,TOOL_HASH,type_sub,-22
NOOP,REQ_ID,bit_flip,-22
NOOP,REQ_ID,oversize_len,-34
NOOP,REQ_ID,oversize_len,-14
AGENT_REGISTER,UID,type_sub,-34
AGENT_REGISTER,PID,truncate,-22
APPROVAL_DECIDE,APPROVAL_DECISION,type_sub,-2
AGENT_REGISTER,PID,type_sub,-2
LIST_TOOLS,REQ_ID,type_sub,-34
LIST_TOOLS,REQ_ID,truncate,-1
LIST_TOOLS,REQ_ID,oversize_len,-2
APPROVAL_DECIDE,APPROVER,oversize_len,-1
TOOL_REQUEST,REQ_ID,bit_flip,-2
NOOP,REQ_ID,truncate,-14
NOOP,REQ_ID,bit_flip,-14
TOOL_REQUEST,TOOL_ID,type_sub,-34
RESET_TOOLS,<none>,none,-1
LIST_TOOLS,REQ_ID,truncate,-1
TOOL_REQUEST,AGENT_ID,bit_flip,-22
LIST_TOOLS,REQ_ID,bit_flip,-22
TOOL_REQUEST,AGENT_ID,bit_flip,-34
TOOL_REQUEST,TOOL_ID,bit_flip,-2
APPROVAL_DECIDE,APPROVER,type_sub,-1
RESET_TOOLS,<none>,none,-22
AGENT_REGISTER,AGENT_BINDING,truncate,-34
RESET_TOOLS,<none>,none,-34
TOOL_COMPLETE,STATUS,truncate,-1
TOOL_COMPLETE,AGENT_ID,type_sub,-22
AGENT_REGISTER,AGENT_EPOCH,oversize_len,-1
LIST_TOOLS,REQ_ID,truncate,-1
TOOL_REQUEST,TOOL_ID,oversize_len,-14
TOOL_REQUEST,REQ_ID,oversize_len,-22
NOOP,REQ_ID,oversize_len,-1
LIST_TOOLS,REQ_ID,type_sub,-22
AGENT_REGISTER,AGENT_ID,truncate,-1
NOOP,REQ_ID,bit_flip,-14
RESET_TOOLS,<none>,none,-1
AGENT_REGISTER,AGENT_BINDING,truncate,-34
AGENT_REGISTER,PID,oversize_len,-2
AGENT_REGISTER,PID,type_sub,-14
APPROVAL_DECIDE,TICKET_ID,type_sub,-22
TOOL_COMPLETE,EXEC_MS,truncate,-22
TOOL_COMPLETE,EXEC_MS,oversize_len,-2
TOOL_COMPLETE,EXEC_MS,truncate,-22
TOOL_REGISTER,TOOL_RISK_FLAGS,oversize_len,-2
TOOL_REQUEST,REQ_ID,oversize_len,-34
RESET_TOOLS,<none>,none,-34
LIST_TOOLS,REQ_ID,type_sub,-1
LIST_TOOLS,REQ_ID,truncate,-1
NOOP,REQ_ID,truncate,-2
NOOP,REQ_ID,bit_flip,-2
AGENT_REGISTER,AGENT_ID,oversize_len,-2
TOOL_REQUEST,AGENT_BINDING,type_sub,-34
RESET_TOOLS,<none>,none,-1
TOOL_REQUEST,TOOL_ID,bit_flip,-2
RESET_TOOLS,<none>,none,-2
TOOL_COMPLETE,STATUS,type_sub,-1
RESET_TOOLS,<none>,none,-34
NOOP,REQ_ID,truncate,-2
AGENT_REGISTER,AGENT_EPOCH,bit_flip,-34
AGENT_REGISTER,AGENT_BINDING,type_sub,-2
RESET_TOOLS,<none>,none,-2
TOOL_COMPLETE,REQ_ID,type_sub,-22
AGENT_REGISTER,AGENT_BINDING,type_sub,-34
TOOL_REGISTER,TOOL_NAME,bit_flip,-1
TOOL_COMPLETE,REQ_ID,bit_flip,-34
LIST_TOOLS,REQ_ID,truncate,-34
APPROVAL_DECIDE,TICKET_ID,oversize_len,-14
TOOL_REQUEST,AGENT_ID,bit_flip,-22
TOOL_REQUEST,AGENT_ID,type_sub,-1
TOOL_REQUEST,REQ_ID,bit_flip,-1
TOOL_REQUEST,AGENT_BINDING,truncate,-14
AGENT_REGISTER,AGENT_ID,type_sub,-1
TOOL_REGISTER,TOOL_HASH,type_sub,-1
AGENT_REGISTER,AGENT_ID,bit_flip,-2
APPROVAL_DECIDE,APPROVER,oversize_len,-2
NOOP,REQ_ID,type_sub,-1
NOOP,REQ_ID,bit_flip,-34
LIST_TOOLS,REQ_ID,oversize_len,-22
TOOL_REQUEST,REQ_ID,oversize_len,-14
TOOL_REGISTER,TOOL_RISK_FLAGS,bit_flip,-1
TOOL_REGISTER,TOOL_RISK_FLAGS,bit_flip,-22
TOOL_REGISTER,TOOL_HASH,bit_flip,-14
RESET_TOOLS,<none>,none,-2
APPROVAL_DECIDE,APPROVAL_REASON,type_sub,-22
TOOL_REQUEST,TOOL_ID,oversize_len,-14
NOOP,REQ_ID,type_sub,-1
AGENT_REGISTER,UID,type_sub,-14
NOOP,REQ_ID,truncate,-14
TOOL_REQUEST,TICKET_ID,type_sub,-34
TOOL_REQUEST,REQ_ID,bit_flip,-1
APPROVAL_DECIDE,APPROVAL_TTL_MS,oversize_len,-1
TOOL_COMPLETE,STATUS,bit_flip,-22
APPROVAL_DECIDE,APPROVAL_DECISION,oversize_len,-14
TOOL_COMPLETE,EXEC_MS,oversize_len,-22
RESET_TOOLS,<none>,none,-34
TOOL_COMPLETE,STATUS,bit_flip,-14
NOOP,REQ_ID,type_sub,-14
NOOP,REQ_ID,truncate,-22
LIST_TOOLS,REQ_ID,truncate,-1
NOOP,REQ_ID,type_sub,-14
APPROVAL_DECIDE,APPROVAL_DECISION,truncate,-22
RESET_TOOLS,<none>,none,-2
TOOL_REQUEST,TOOL_HASH,bit_flip,-14
AGENT_REGISTER,AGENT_BINDING,type_sub,-34
APPROVAL_DECIDE,AGENT_ID,type_sub,-1
TOOL_COMPLETE,EXEC_MS,bit_flip,-22
LIST_TOOLS,REQ_ID,oversize_len,-22
NOOP,REQ_ID,oversize_len,-1
NOOP,REQ_ID,bit_flip,-2
NOOP,REQ_ID,oversize_len,-14
TOOL_REQUEST,REQ_ID,bit_flip,-14
APPROVAL_DECIDE,APPROVAL_TTL_MS,truncate,-1
TOOL_REGISTER,TOOL_HASH,oversize_len,-2
LIST_TOOLS,REQ_ID,truncate,-22
TOOL_REGISTER,TOOL_RISK_FLAGS,bit_flip,-1
AGENT_REGISTER,UID,oversize_len,-2
TOOL_REGISTER,TOOL_RISK_FLAGS,type_sub,-2
TOOL_REQUEST,AGENT_EPOCH,bit_flip,-22
TOOL_REGISTER,TOOL_ID,type_sub,-22
APPROVAL_DECIDE,AGENT_ID,truncate,-22
TOOL_REGISTER,TOOL_NAME,type_sub,-34
AGENT_REGISTER,AGENT_ID,type_sub,-2
TOOL_REQUEST,AGENT_EPOCH,oversize_len,-22
NOOP,REQ_ID,bit_flip,-14
TOOL_REQUEST,TOOL_ID,truncate,-2
TOOL_REQUEST,AGENT_EPOCH,truncate,-2
APPROVAL_DECIDE,AGENT_ID,truncate,-34
TOOL_REQUEST,AGENT_ID,oversize_len,-14
APPROVAL_DECIDE,AGENT_ID,type_sub,-2
RESET_TOOLS,<none>,none,-1
RESET_TOOLS,<none>,none,-2
TOOL_COMPLETE,REQ_ID,truncate,-2
TOOL_REGISTER,TOOL_HASH,truncate,-1
TOOL_REQUEST,AGENT_EPOCH,type_sub,-34
TOOL_COMPLETE,EXEC_MS,truncate,-22
APPROVAL_DECIDE,APPROVER,bit_flip,-14
TOOL_REQUEST,TICKET_ID,bit_flip,-1
TOOL_REGISTER,TOOL_NAME,oversize_len,-22
TOOL_REGISTER,TOOL_RISK_FLAGS,truncate,-14
TOOL_COMPLETE,EXEC_MS,truncate,-2
RESET_TOOLS,<none>,none,-2
TOOL_REGISTER,TOOL_ID,type_sub,-34
LIST_TOOLS,REQ_ID,bit_flip,-34
LIST_TOOLS,REQ_ID,type_sub,-2
TOOL_REGISTER,TOOL_RISK_FLAGS,bit_flip,-14
TOOL_COMPLETE,EXEC_MS,bit_flip,-14
RESET_TOOLS,<none>,none,-2
NOOP,REQ_ID,type_sub,-22
RESET_TOOLS,<none>,none,-22
LIST_TOOLS,REQ_ID,bit_flip,-2
TOOL_REQUEST,REQ_ID,bit_flip,-22
APPROVAL_DECIDE,APPROVAL_TTL_MS,bit_flip,-34
TOOL_REGISTER,TOOL_NAME,type_sub,-1
TOOL_REGISTER,TOOL_ID,bit_flip,-22
RESET_TOOLS,<none>,none,-2
APPROVAL_DECIDE,APPROVER,truncate,-14
NOOP,REQ_ID,truncate,-14
NOOP,REQ_ID,oversize_len,-1
AGENT_REGISTER,AGENT_EPOCH,truncate,-1
RESET_TOOLS,<none>,none,-1
LIST_TOOLS,REQ_ID,type_sub,-34
NOOP,REQ_ID,type_sub,-2
TOOL_COMPLETE,REQ_ID,bit_flip,-2
TOOL_REQUEST,TOOL_ID,bit_flip,-34
RESET_TOOLS,<none>,none,-2
LIST_TOOLS,REQ_ID,bit_flip,-1
RESET_TOOLS,<none>,none,-14
TOOL_COMPLETE,AGENT_ID,bit_flip,-22
APPROVAL_DECIDE,TICKET_ID,truncate,-2
TOOL_REQUEST,AGENT_EPOCH,bit_flip,-34
LIST_TOOLS,REQ_ID,truncate,-14
TOOL_REGISTER,TOOL_HASH,type_sub,-2
NOOP,REQ_ID,type_sub,-34
APPROVAL_DECIDE,APPROVAL_DECISION,truncate,-34
TOOL_REQUEST,TOOL_ID,oversize_len,-34
APPROVAL_DECIDE,APPROVAL_DECISION,oversize_len,-34
NOOP,REQ_ID,type_sub,-22
TOOL_REQUEST,REQ_ID,oversize_len,-1
NOOP,REQ_ID,truncate,-34
NOOP,REQ_ID,type_sub,-22
AGENT_REGISTER,AGENT_ID,type_sub,-2
TOOL_REQUEST,AGENT_EPOCH,bit_flip,-34
TOOL_REQUEST,AGENT_ID,type_sub,-2
TOOL_REQUEST,TOOL_HASH,bit_flip,-1
NOOP,REQ_ID,type_sub,-34
LIST_TOOLS,REQ_ID,truncate,-1
AGENT_REGISTER,AGENT_EPOCH,type_sub,-22
NOOP,REQ_ID,truncate,-34
RESET_TOOLS,<none>,none,-34
RESET_TOOLS,<none>,none,-14
NOOP,REQ_ID,truncate,-34
TOOL_REQUEST,TICKET_ID,truncate,-2
APPROVAL_DECIDE,APPROVAL_TTL_MS,oversize_len,-22
TOOL_COMPLETE,STATUS,type_sub,-2
TOOL_COMPLETE,AGENT_ID,oversize_len,-2
NOOP,REQ_ID,truncate,-22
LIST_TOOLS,REQ_ID,truncate,-1
APPROVAL_DECIDE,APPROVAL_DECISION,bit_flip,-14
NOOP,REQ_ID,type_sub,-34
NOOP,REQ_ID,type_sub,-2
TOOL_COMPLETE,EXEC_MS,bit_flip,-22
LIST_TOOLS,REQ_ID,bit_flip,-2
AGENT_REGISTER,AGENT_EPOCH,bit_flip,-14
TOOL_REQUEST,TOOL_ID,oversize_len,-1
TOOL_REQUEST,AGENT_EPOCH,oversize_len,-1
LIST_TOOLS,REQ_ID,oversize_len,-22
NOOP,REQ_ID,type_sub,-1
AGENT_REGISTER,AGENT_ID,oversize_len,-22
TOOL_REQUEST,TOOL_ID,type_sub,-14
AGENT_REGISTER,AGENT_ID,bit_flip,-14
TOOL_COMPLETE,EXEC_MS,oversize_len,-1
RESET_TOOLS,<none>,none,-14
RESET_TOOLS,<none>,none,-34
RESET_TOOLS,<none>,none,-2
LIST_TOOLS,REQ_ID,truncate,-2
LIST_TOOLS,REQ_ID,bit_flip,-14
LIST_TOOLS,REQ_ID,oversize_len,-34
APPROVAL_DECIDE,TICKET_ID,oversize_len,-34
TOOL_REQUEST,TOOL_HASH,truncate,-2
LIST_TOOLS,REQ_ID,type_sub,-1
TOOL_COMPLETE,STATUS,bit_flip,-22
LIST_TOOLS,REQ_ID,truncate,-22
TOOL_REGISTER,TOOL_NAME,type_sub,-34
TOOL_COMPLETE,REQ_ID,bit_flip,-14
TOOL_REQUEST,TICKET_ID,bit_flip,-1
APPROVAL_DECIDE,AGENT_ID,oversize_len,-1
APPROVAL_DECIDE,APPROVAL_TTL_MS,oversize_len,-2
TOOL_COMPLETE,TOOL_ID,type_sub,-14
TOOL_REGISTER,TOOL_HASH,type_sub,-1
AGENT_REGISTER,PID,oversize_len,-2
TOOL_REGISTER,TOOL_ID,bit_flip,-14
TOOL_REQUEST,TICKET_ID,bit_flip,-22
NOOP,REQ_ID,type_sub,-34
TOOL_COMPLETE,REQ_ID,oversize_len,-2
APPROVAL_DECIDE,APPROVER,oversize_len,-2
AGENT_REGISTER,UID,oversize_len,-2
AGENT_REGISTER,UID,truncate,-22
TOOL_COMPLETE,AGENT_ID,bit_flip,-14
TOOL_REQUEST,AGENT_BINDING,bit_flip,-1
AGENT_REGISTER,AGENT_BINDING,truncate,-1
TOOL_REQUEST,REQ_ID,bit_flip,-34
LIST_TOOLS,REQ_ID,bit_flip,-34
APPROVAL_DECIDE,AGENT_ID,oversize_len,-14
TOOL_COMPLETE,TOOL_ID,truncate,-2
TOOL_REQUEST,AGENT_BINDING,oversize_len,-22
LIST_TOOLS,REQ_ID,oversize_len,-14
AGENT_REGISTER,AGENT_EPOCH,bit_flip,-14
AGENT_REGISTER,PID,oversize_len,-34
AGENT_REGISTER,AGENT_BINDING,truncate,-2
TOOL_REQUEST,TOOL_ID,truncate,-1
AGENT_REGISTER,UID,oversize_len,-22
AGENT_REGISTER,AGENT_BINDING,truncate,-22
LIST_TOOLS,REQ_ID,type_sub,-34
APPROVAL_DECIDE,APPROVER,truncate,-14
AGENT_REGISTER,UID,bit_flip,-1
NOOP,REQ_ID,truncate,-22
NOOP,REQ_ID,type_sub,-14
TOOL_REGISTER,TOOL_RISK_FLAGS,truncate,-22
APPROVAL_DECIDE,APPROVAL_REASON,type_sub,-34
RESET_TOOLS,<none>,none,-34
RESET_TOOLS,<none>,none,-34
AGENT_REGISTER,UID,bit_flip,-34
AGENT_REGISTER,PID,truncate,-34
LIST_TOOLS,REQ_ID,oversize_len,-1
NOOP,REQ_ID,type_sub,-22
AGENT_REGISTER,AGENT_BINDING,truncate,-2
NOOP,REQ_ID,type_sub,-2
APPROVAL_DECIDE,TICKET_ID,oversize_len,-14
AGENT_REGISTER,UID,truncate,-2
LIST_TOOLS,REQ_ID,type_sub,-14
TOOL_REQUEST,AGENT_BINDING,truncate,-34
AGENT_REGISTER,AGENT_EPOCH,type_sub,-1
TOOL_REQUEST,TOOL_HASH,bit_flip,-1
LIST_TOOLS,REQ_ID,truncate,-22
TOOL_REQUEST,TICKET_ID,type_sub,-22
NOOP,REQ_ID,truncate,-22
LIST_TOOLS,REQ_ID,bit_flip,-1
AGENT_REGISTER,UID,truncate,-34
TOOL_REGISTER,TOOL_ID,oversize_len,-2
TOOL_REQUEST,TICKET_ID,oversize_len,-1
TOOL_REQUEST,TOOL_HASH,bit_flip,-14
TOOL_COMPLETE,EXEC_MS,truncate,-22
APPROVAL_DECIDE,APPROVAL_DECISION,oversize_len,-1
TOOL_REGISTER,TOOL_HASH,truncate,-14
AGENT_REGISTER,AGENT_BINDING,bit_flip,-2
RESET_TOOLS,<none>,none,-34
NOOP,REQ_ID,bit_flip,-14
LIST_TOOLS,REQ_ID,type_sub,-2
TOOL_REGISTER,TOOL_RISK_FLAGS,oversize_len,-34
APPROVAL_DECIDE,APPROVER,type_sub,-34
NOOP,REQ_ID,bit_flip,-34
TOOL_REQUEST,AGENT_ID,type_sub,-14
TOOL_COMPLETE,EXEC_MS,truncate,-2
TOOL_COMPLETE,STATUS,oversize_len,-34
AGENT_REGISTER,AGENT_ID,oversize_len,-22
TOOL_REQUEST,TOOL_ID,type_sub,-14
AGENT_REGISTER,UID,oversize_len,-22
NOOP,REQ_ID,type_sub,-22
TOOL_COMPLETE,REQ_ID,truncate,-14
LIST_TOOLS,REQ_ID,truncate,-34
LIST_TOOLS,REQ_ID,oversize_len,-22
NOOP,REQ_ID,oversize_len,-14
NOOP,REQ_ID,truncate,-1
TOOL_COMPLETE,STATUS,type_sub,-14
AGENT_REGISTER,AGENT_ID,bit_flip,-22
LIST_TOOLS,REQ_ID,bit_flip,-2
TOOL_REQUEST,AGENT_BINDING,bit_flip,-1
APPROVAL_DECIDE,APPROVER,truncate,-2
RESET_TOOLS,<none>,none,-22
TOOL_REQUEST,AGENT_BINDING,oversize_len,-22
LIST_TOOLS,REQ_ID,bit_flip,-14
TOOL_REGISTER,TOOL_NAME,type_sub,-22
LIST_TOOLS,REQ_ID,bit_flip,-22
RESET_TOOLS,<none>,none,-34
TOOL_REQUEST,AGENT_ID,bit_flip,-2
AGENT_REGISTER,PID,truncate,-1
APPROVAL_DECIDE,AGENT_ID,type_sub,-22
RESET_TOOLS,<none>,none,-22
TOOL_REQUEST,AGENT_BINDING,oversize_len,-22
APPROVAL_DECIDE,APPROVAL_DECISION,oversize_len,-22
AGENT_REGISTER,UID,truncate,-34
AGENT_REGISTER,PID,oversize_len,-14
TOOL_COMPLETE,STATUS,truncate,-1
APPROVAL_DECIDE,APPROVER,bit_flip,-34
TOOL_REGISTER,TOOL_HASH,oversize_len,-22
TOOL_REQUEST,TICKET_ID,bit_flip,-34
LIST_TOOLS,REQ_ID,truncate,-34
APPROVAL_DECIDE,APPROVER,oversize_len,-22
TOOL_REQUEST,TOOL_ID,truncate,-34
APPROVAL_DECIDE,APPROVAL_DECISION,bit_flip,-14
TOOL_REQUEST,TICKET_ID,type_sub,-34
RESET_TOOLS,<none>,none,-34
TOOL_REQUEST,AGENT_ID,type_sub,-2
TOOL_REQUEST,TOOL_ID,truncate,-34
LIST_TOOLS,REQ_ID,oversize_len,-14
APPROVAL_DECIDE,APPROVAL_DECISION,bit_flip,-34
RESET_TOOLS,<none>,none,-1
AGENT_REGISTER,AGENT_BINDING,bit_flip,-22
AGENT_REGISTER,AGENT_BINDING,oversize_len,-2
TOOL_REQUEST,AGENT_BINDING,bit_flip,-2
APPROVAL_DECIDE,AGENT_ID,truncate,-2
TOOL_COMPLETE,REQ_ID,type_sub,-2
TOOL_REQUEST,TICKET_ID,oversize_len,-14
TOOL_REQUEST,TOOL_HASH,bit_flip,-14
TOOL_REGISTER,TOOL_RISK_FLAGS,bit_flip,-14
TOOL_REGISTER,TOOL_ID,oversize_len,-22
TOOL_COMPLETE,REQ_ID,bit_flip,-14
TOOL_REQUEST,AGENT_EPOCH,oversize_len,-22
TOOL_REQUEST,TOOL_ID,truncate,-34
NOOP,REQ_ID,truncate,-1
AGENT_REGISTER,AGENT_BINDING,oversize_len,-1
NOOP,REQ_ID,type_sub,-14
LIST_TOOLS,REQ_ID,type_sub,-1
RESET_TOOLS,<none>,none,-34
AGENT_REGISTER,AGENT_BINDING,bit_flip,-1
LIST_TOOLS,REQ_ID,truncate,-2
TOOL_REQUEST,TOOL_ID,type_sub,-1
TOOL_REGISTER,TOOL_ID,oversize_len,-34
AGENT_REGISTER,AGENT_EPOCH,oversize_len,-34
TOOL_COMPLETE,TOOL_ID,bit_flip,-34
TOOL_COMPLETE,AGENT_ID,type_sub,-2
LIST_TOOLS,REQ_ID,oversize_len,-34
AGENT_REGISTER,AGENT_ID,bit_flip,-34
RESET_TOOLS,<none>,none,-14
TOOL_COMPLETE,TOOL_ID,type_sub,-2
APPROVAL_DECIDE,APPROVAL_REASON,bit_flip,-14
TOOL_COMPLETE,STATUS,oversize_len,-1
TOOL_COMPLETE,REQ_ID,bit_flip,-1
AGENT_REGISTER,AGENT_BINDING,type_sub,-1
APPROVAL_DECIDE,APPROVER,oversize_len,-22
APPROVAL_DECIDE,APPROVER,oversize_len,-14
APPROVAL_DECIDE,AGENT_ID,type_sub,-22
TOOL_REGISTER,TOOL_RISK_FLAGS,truncate,-1
TOOL_COMPLETE,TOOL_ID,bit_flip,-14
NOOP,REQ_ID,oversize_len,-34
RESET_TOOLS,<none>,none,-2
TOOL_REGISTER,TOOL_HASH,bit_flip,-34
LIST_TOOLS,REQ_ID,truncate,-34
AGENT_REGISTER,PID,truncate,-34
TOOL_COMPLETE,AGENT_ID,oversize_len,-34
TOOL_REGISTER,TOOL_NAME,type_sub,-34
TOOL_REGISTER,TOOL_RISK_FLAGS,oversize_len,-1
APPROVAL_DECIDE,TICKET_ID,oversize_len,-14
AGENT_REGISTER,AGENT_ID,type_sub,-22
AGENT_REGISTER,AGENT_EPOCH,type_sub,-2
TOOL_REGISTER,TOOL_NAME,truncate,-14
LIST_TOOLS,REQ_ID,type_sub,-22
TOOL_REQUEST,AGENT_ID,truncate,-2
TOOL_REQUEST,TICKET_ID,type_sub,-34
TOOL_COMPLETE,EXEC_MS,oversize_len,-2
AGENT_REGISTER,UID,type_sub,-14
TOOL_REQUEST,AGENT_EPOCH,bit_flip,-34
LIST_TOOLS,REQ_ID,oversize_len,-34
RESET_TOOLS,<none>,none,-1
LIST_TOOLS,REQ_ID,oversize_len,-14
NOOP,REQ_ID,bit_flip,-1
LIST_TOOLS,REQ_ID,oversize_len,-1
APPROVAL_DECIDE,APPROVER,oversize_len,-34
APPROVAL_DECIDE,APPROVAL_DECISION,truncate,-14
TOOL_REGISTER,TOOL_ID,bit_flip,-22
AGENT_REGISTER,AGENT_BINDING,type_sub,-1
TOOL_REGISTER,TOOL_NAME,truncate,-2
APPROVAL_DECIDE,APPROVAL_DECISION,bit_flip,-22
LIST_TOOLS,REQ_ID,bit_flip,-22
NOOP,REQ_ID,bit_flip,-14
NOOP,REQ_ID,oversize_len,-34
APPROVAL_DECIDE,APPROVER,type_sub,-34
AGENT_REGISTER,AGENT_ID,oversize_len,-34
AGENT_REGISTER,PID,type_sub,-2
TOOL_REGISTER,TOOL_RISK_FLAGS,truncate,-22
APPROVAL_DECIDE,APPROVAL_TTL_MS,truncate,-22
RESET_TOOLS,<none>,none,-1
LIST_TOOLS,REQ_ID,bit_flip,-22
TOOL_COMPLETE,AGENT_ID,truncate,-2
TOOL_REQUEST,TOOL_HASH,oversize_len,-1
TOOL_REQUEST,REQ_ID,type_sub,-34
LIST_TOOLS,REQ_ID,truncate,-14
APPROVAL_DECIDE,AGENT_ID,truncate,-14
TOOL_REQUEST,TICKET_ID,truncate,-34
TOOL_REGISTER,TOOL_ID,truncate,-1
TOOL_REGISTER,TOOL_RISK_FLAGS,type_sub,-22
TOOL_REQUEST,AGENT_BINDING,type_sub,-1
AGENT_REGISTER,AGENT_BINDING,bit_flip,-14
APPROVAL_DECIDE,APPROVAL_TTL_MS,bit_flip,-22
TOOL_COMPLETE,STATUS,oversize_len,-2
APPROVAL_DECIDE,APPROVAL_TTL_MS,type_sub,-22
TOOL_REGISTER,TOOL_RISK_FLAGS,oversize_len,-14
LIST_TOOLS,REQ_ID,type_sub,-2
TOOL_COMPLETE,EXEC_MS,truncate,-1
LIST_TOOLS,REQ_ID,truncate,-34
TOOL_REGISTER,TOOL_RISK_FLAGS,truncate,-1
TOOL_REQUEST,TICKET_ID,bit_flip,-1
TOOL_REGISTER,TOOL_ID,bit_flip,-2
AGENT_REGISTER,AGENT_EPOCH,bit_flip,-22
RESET_TOOLS,<none>,none,-2
TOOL_REGISTER,TOOL_ID,type_sub,-14
LIST_TOOLS,REQ_ID,oversize_len,-1
RESET_TOOLS,<none>,none,-2
TOOL_REGISTER,TOOL_NAME,oversize_len,-2
TOOL_REQUEST,AGENT_BINDING,type_sub,-14
NOOP,REQ_ID,truncate,-22
TOOL_REGISTER,TOOL_NAME,bit_flip,-22
NOOP,REQ_ID,oversize_len,-14
AGENT_REGISTER,UID,type_sub,-22
RESET_TOOLS,<none>,none,-22
TOOL_REGISTER,TOOL_HASH,type_sub,-34
